von (interpolated wth step=1e-06) X,von (interpolated wth step=1e-06) Y
0,0.9059211066506166
1e-06,0.9061929676469952
2e-06,0.8564502200682739
3e-06,0.8815027188992955
4e-06,0.9312547749767871
5e-06,0.9072126168315764
5.999999999999999e-06,0.8593326097930699
6.999999999999999e-06,0.886265075825296
8e-06,0.9382066307916105
9e-06,0.9169518446438074
1e-05,0.8722388509489337
1.1e-05,0.9028050590301255
1.2e-05,0.9588412995542018
1.3e-05,0.9422885122450642
1.4e-05,0.9025524944410768
1.5e-05,0.9384959636481455
1.6e-05,0.9009388685994556
1.7e-05,0.9402230500981312
1.8e-05,0.9062526378189933
1.9e-05,0.8499763167591088
2.000000000000001e-05,0.8697749358910389
2.100000000000001e-05,0.9160879435711511
2.200000000000001e-05,0.8906128861766163
2.300000000000001e-05,0.9427296761681829
2.400000000000001e-05,0.9223270336671983
2.500000000000001e-05,0.8801737810344008
2.600000000000001e-05,0.9149066656089049
2.700000000000001e-05,0.8773647294195802
2.800000000000001e-05,0.9178927519211059
2.900000000000001e-05,0.886367945519304
3.000000000000001e-05,0.9331862964216413
3.100000000000001e-05,0.9081959830249554
3.200000000000001e-05,0.8623023730060577
3.3e-05,0.894123150253698
3.4e-05,0.9538163814338895
3.5e-05,0.9435808733015717
3.599999999999999e-05,0.9124734578016009
3.699999999999999e-05,0.860051867554921
3.799999999999999e-05,0.8858775947774162
3.899999999999999e-05,0.9401371196684554
3.999999999999998e-05,0.9248263349809595
4.099999999999998e-05,0.8893483387261844
4.199999999999998e-05,0.9324932358379796
4.299999999999997e-05,0.9051608215130459
4.399999999999997e-05,0.9576649955694247
4.499999999999997e-05,0.9401265475865831
4.599999999999997e-05,0.9030785016699477
4.699999999999996e-05,0.945198602519589
4.799999999999996e-05,0.9173130722348208
4.899999999999996e-05,0.8704937520312822
4.999999999999995e-05,0.9031677804676929
5.099999999999995e-05,0.9655369146355273
5.199999999999995e-05,0.9599940015564341
5.299999999999995e-05,0.9352479451597611
5.399999999999994e-05,0.8910105815020609
5.499999999999994e-05,0.926864939823706
5.599999999999994e-05,0.8935367404879802
5.699999999999994e-05,0.9414623910544155
5.799999999999993e-05,0.9206058937613122
5.899999999999993e-05,0.8817679507900933
5.999999999999993e-05,0.9234264983102242
6.099999999999992e-05,0.8964905882663804
6.199999999999992e-05,0.9513003334454059
6.299999999999992e-05,0.9381649753701123
6.399999999999992e-05,0.9072181614009093
6.499999999999991e-05,0.857921237695812
6.599999999999991e-05,0.8899319164538404
6.699999999999991e-05,0.9532877890117913
6.79999999999999e-05,0.9505431733551574
6.89999999999999e-05,0.9302381755188286
6.99999999999999e-05,0.8920246410977916
7.09999999999999e-05,0.9355361894061368
7.199999999999989e-05,0.911599305438081
7.299999999999989e-05,0.8711451524294508
7.399999999999989e-05,0.9126746490384154
7.499999999999989e-05,0.8870520090442888
7.599999999999988e-05,0.9446078537637207
7.699999999999988e-05,0.9357584201391516
7.799999999999988e-05,0.9105481750173664
7.899999999999987e-05,0.868337536344068
7.999999999999987e-05,0.9087351141058888
8.099999999999987e-05,0.8825345577076068
8.199999999999987e-05,0.9401090921366793
8.299999999999986e-05,0.9318507886535782
8.399999999999986e-05,0.9076619822154423
8.499999999999986e-05,0.8672089597640331
8.599999999999985e-05,0.9099574342955784
8.699999999999985e-05,0.886743890659271
8.799999999999985e-05,0.9478819508939218
8.899999999999985e-05,0.9438823108993637
8.999999999999984e-05,0.9244372727518949
9.099999999999984e-05,0.8892216636615481
9.199999999999984e-05,0.9378209256145629
9.299999999999983e-05,0.9212392045694023
9.399999999999983e-05,0.8899358843358405
9.499999999999983e-05,0.9427792200886773
9.599999999999983e-05,0.9308933213895353
9.699999999999982e-05,0.9043659638126922
9.799999999999982e-05,0.96214847893823
9.899999999999982e-05,0.9556557898825256
9.999999999999982e-05,0.9347196678716498
0.0001009999999999998,0.8989877745074137
0.0001019999999999998,0.9480119975734393
0.0001029999999999998,0.9327156294502434
0.0001039999999999998,0.9036747843977686
0.0001049999999999998,0.9595926132145289
0.0001059999999999998,0.9518422917798973
0.0001069999999999998,0.9303351423124937
0.0001079999999999998,0.8946860252558638
0.0001089999999999998,0.9442576121191235
0.0001099999999999998,0.9302643749968654
0.0001109999999999998,0.9030128648590773
0.0001119999999999998,0.9613580589914097
0.0001129999999999998,0.9567002340410478
0.0001139999999999998,0.9388513016304076
0.0001149999999999998,0.9074545229484278
0.0001159999999999998,0.8624967086020108
0.0001169999999999998,0.9036211470873283
0.0001179999999999998,0.9809824895026813
0.0001189999999999998,0.9968012539699429
0.0001199999999999998,0.9997075598591683
0.0001209999999999998,0.9895497115525461
