vip1 (interpolated wth step=1e-06) X,vip1 (interpolated wth step=1e-06) Y
0,0.9059212302066378
1e-06,0.9056864570620077
2e-06,0.8553261996866103
3e-06,0.9064847359451171
4e-06,0.9585738034441112
5e-06,0.9089447314376733
5.999999999999999e-06,0.8587266384928988
6.999999999999999e-06,0.9110986053798028
8e-06,0.9641634256762713
9e-06,0.9154619684737585
1e-05,0.8662294527120609
1.1e-05,0.9193221698117712
1.2e-05,0.9734956778528352
1.3e-05,0.9254581876403687
1.4e-05,0.8772354173658071
1.5e-05,0.9311811825682602
1.6e-05,0.8841285662562813
1.7e-05,0.9383738886572666
1.8e-05,0.891786746804065
1.9e-05,0.8440030659600168
2.000000000000001e-05,0.8997707238589749
2.100000000000001e-05,0.9556116681992588
2.200000000000001e-05,0.9100134773433479
2.300000000000001e-05,0.9657928491807338
2.400000000000001e-05,0.9205206362073987
2.500000000000001e-05,0.8748013535325242
2.600000000000001e-05,0.9311330061063834
2.700000000000001e-05,0.8866320393241254
2.800000000000001e-05,0.9433350170872145
2.900000000000001e-05,0.8993151715869644
3.000000000000001e-05,0.956550255983396
3.100000000000001e-05,0.9129754959364018
3.200000000000001e-05,0.8688052182280127
3.3e-05,0.9267814263480669
3.4e-05,0.9861350207542028
3.5e-05,0.9428676262956169
3.599999999999999e-05,0.8997510779930794
3.699999999999999e-05,0.8564476287005864
3.799999999999999e-05,0.9158240291310942
3.899999999999999e-05,0.9759433725129575
3.999999999999998e-05,0.9340595861410109
4.099999999999998e-05,0.8920151111883026
4.199999999999998e-05,0.95189642193438
4.299999999999997e-05,0.9109431092808682
4.399999999999997e-05,0.9714981197604624
4.499999999999997e-05,0.9307921848276922
4.599999999999997e-05,0.889733073717379
4.699999999999996e-05,0.9509860764905483
4.799999999999996e-05,0.9109443970636686
4.899999999999996e-05,0.8705223090953994
4.999999999999995e-05,0.9321786571133122
5.099999999999995e-05,0.9955223585608404
5.199999999999995e-05,0.9556818144696517
5.299999999999995e-05,0.9164188522369235
5.399999999999994e-05,0.8770501305323009
5.499999999999994e-05,0.9397396042174752
5.599999999999994e-05,0.9016891649019197
5.699999999999994e-05,0.9648775220094706
5.799999999999993e-05,0.9272218210250237
5.899999999999993e-05,0.8889779489964228
5.999999999999993e-05,0.9528032962998081
6.099999999999992e-05,0.9156646305058076
6.199999999999992e-05,0.9801346685025997
6.299999999999992e-05,0.9432218879830918
6.399999999999992e-05,0.9061911398724299
6.499999999999991e-05,0.8691454588650227
6.599999999999991e-05,0.9341996939260611
6.699999999999991e-05,1.001145464146097
6.79999999999999e-05,0.9646318062668561
6.89999999999999e-05,0.9285032402564872
6.99999999999999e-05,0.892605022642125
7.09999999999999e-05,0.9587229828110095
7.199999999999989e-05,0.923960264716215
7.299999999999989e-05,0.8887229103052424
7.399999999999989e-05,0.9556203845090554
7.499999999999989e-05,0.9213109150684133
7.599999999999988e-05,0.9887935984087541
7.699999999999988e-05,0.9547249941416859
7.799999999999988e-05,0.9204208109107007
7.899999999999987e-05,0.8863932782544776
7.999999999999987e-05,0.9543345418764639
8.099999999999987e-05,0.9213350406850316
8.199999999999987e-05,0.9900280728736658
8.299999999999986e-05,0.9567871888284905
8.399999999999986e-05,0.9239948869805131
8.499999999999986e-05,0.8912050554361678
8.599999999999985e-05,0.9601603433556863
8.699999999999985e-05,0.9284021944964074
8.799999999999985e-05,0.9986712046077395
8.899999999999985e-05,0.9663985229342223
8.999999999999984e-05,0.93459077556994
9.099999999999984e-05,0.9029356205257185
9.199999999999984e-05,0.9734617132163895
9.299999999999983e-05,0.9425336358283494
9.399999999999983e-05,0.9115017985720594
9.499999999999983e-05,0.9827797083088158
9.599999999999983e-05,0.9520483214261559
9.699999999999982e-05,0.9217794460314688
9.799999999999982e-05,0.9935703001363205
9.899999999999982e-05,0.9633696849651026
9.999999999999982e-05,0.933574718182032
0.0001009999999999998,0.903787639003053
0.0001019999999999998,0.9760008042793415
0.0001029999999999998,0.9469945726635502
0.0001039999999999998,0.9178811054612813
0.0001049999999999998,0.991015356283414
0.0001059999999999998,0.9622275462652327
0.0001069999999999998,0.9336386015926501
0.0001079999999999998,0.905114140880241
0.0001089999999999998,0.978436318974755
0.0001099999999999998,0.9506149793835516
0.0001109999999999998,0.9228459684100817
0.0001119999999999998,0.9973393405971124
0.0001129999999999998,0.9696288839668603
0.0001139999999999998,0.9422543517237224
0.0001149999999999998,0.9149538335423486
0.0001159999999999998,0.8879156517838306
0.0001169999999999998,0.9625869924907686
0.0001179999999999998,1.040031787522567
0.0001189999999999998,1.011629662696094
0.0001199999999999998,0.9851903298701377
0.0001209999999999998,0.9589547148643854
0.0001219999999999998,0.9330784271445438
0.0001229999999999998,0.9071808510719793
0.0001239999999999998,0.8813985426974561
0.0001249999999999998,0.957049766237872
0.0001259999999999998,0.9323747001733151
0.0001269999999999998,1.009738306084338
0.0001279999999999998,0.9840814338774904
0.0001289999999999997,0.9588785086701613
0.0001299999999999997,0.9342576992117123
0.0001309999999999997,0.9096672764578994
0.0001319999999999997,0.9869907193680529
